date	year	week	code	type	value
2024-02-01	2024	5	/de	Active users	5
2024-02-01	2024	5	/de	Average engagement time per session	10
2024-02-01	2024	5	/de	New users	2
2024-02-01	2024	5	/de	Sessions	6
2024-02-01	2024	5	/de/objednavka	Active users	2
2024-02-01	2024	5	/de/objednavka	Average engagement time per session	2
2024-02-01	2024	5	/de/objednavka	New users	0
2024-02-01	2024	5	/de/objednavka	Sessions	3
2024-02-01	2024	5	/en	Active users	2
2024-02-01	2024	5	/en	Average engagement time per session	286
2024-02-01	2024	5	/en	New users	1
2024-02-01	2024	5	/en	Sessions	3
2024-02-01	2024	5	/objednavka	Active users	2
2024-02-01	2024	5	/objednavka	Average engagement time per session	183
2024-02-01	2024	5	/objednavka	New users	1
2024-02-01	2024	5	/objednavka	Sessions	2
2024-02-01	2024	5	/pl	Active users	1
2024-02-01	2024	5	/pl	Average engagement time per session	27
2024-02-01	2024	5	/pl	New users	1
2024-02-01	2024	5	/pl	Sessions	1
2024-02-01	2024	5	/pl/objednavka	Active users	1
2024-02-01	2024	5	/pl/objednavka	Average engagement time per session	1385
2024-02-01	2024	5	/pl/objednavka	New users	0
2024-02-01	2024	5	/pl/objednavka	Sessions	1
2024-02-02	2024	5	/	Active users	26
2024-02-02	2024	5	/	Average engagement time per session	102
2024-02-02	2024	5	/	New users	24
2024-02-02	2024	5	/	Sessions	28
2024-02-02	2024	5	/de	Active users	2
2024-02-02	2024	5	/de	Average engagement time per session	0
2024-02-02	2024	5	/de	New users	1
2024-02-02	2024	5	/de	Sessions	3
2024-02-02	2024	5	/en	Active users	0
2024-02-02	2024	5	/en	Average engagement time per session	0
2024-02-02	2024	5	/en	New users	0
2024-02-02	2024	5	/en	Sessions	1
2024-02-02	2024	5	/objednavka	Active users	1
2024-02-02	2024	5	/objednavka	Average engagement time per session	187
2024-02-02	2024	5	/objednavka	New users	0
2024-02-02	2024	5	/objednavka	Sessions	1
2024-02-03	2024	5	/	Active users	41
2024-02-03	2024	5	/	Average engagement time per session	332
2024-02-03	2024	5	/	New users	33
2024-02-03	2024	5	/	Sessions	44
2024-02-03	2024	5	/de	Active users	1
2024-02-03	2024	5	/de	Average engagement time per session	0
2024-02-03	2024	5	/de	New users	1
2024-02-03	2024	5	/de	Sessions	1
2024-02-03	2024	5	/en	Active users	3
2024-02-03	2024	5	/en	Average engagement time per session	250
2024-02-03	2024	5	/en	New users	2
2024-02-03	2024	5	/en	Sessions	4
2024-02-03	2024	5	/pl	Active users	2
2024-02-03	2024	5	/pl	Average engagement time per session	425
2024-02-03	2024	5	/pl	New users	2
2024-02-03	2024	5	/pl	Sessions	2
2024-02-04	2024	5	/	Active users	25
2024-02-04	2024	5	/	Average engagement time per session	149
2024-02-04	2024	5	/	New users	17
2024-02-04	2024	5	/	Sessions	27
2024-02-04	2024	5	/de	Active users	4
2024-02-04	2024	5	/de	Average engagement time per session	12
2024-02-04	2024	5	/de	New users	3
2024-02-04	2024	5	/de	Sessions	4
2024-02-04	2024	5	/objednavka	Active users	2
2024-02-04	2024	5	/objednavka	Average engagement time per session	132
2024-02-04	2024	5	/objednavka	New users	2
2024-02-04	2024	5	/objednavka	Sessions	3
2024-02-04	2024	5	/pl	Active users	1
2024-02-04	2024	5	/pl	Average engagement time per session	147
2024-02-04	2024	5	/pl	New users	1
2024-02-04	2024	5	/pl	Sessions	1
2024-02-05	2024	6	/	Active users	46
2024-02-05	2024	6	/	Average engagement time per session	247
2024-02-05	2024	6	/	New users	34
2024-02-05	2024	6	/	Sessions	54
2024-02-05	2024	6	/de	Active users	4
2024-02-05	2024	6	/de	Average engagement time per session	289
2024-02-05	2024	6	/de	New users	2
2024-02-05	2024	6	/de	Sessions	6
2024-02-05	2024	6	/de/objednavka	Active users	3
2024-02-05	2024	6	/de/objednavka	Average engagement time per session	562
2024-02-05	2024	6	/de/objednavka	New users	1
2024-02-05	2024	6	/de/objednavka	Sessions	3
2024-02-05	2024	6	/en	Active users	2
2024-02-05	2024	6	/en	Average engagement time per session	17
2024-02-05	2024	6	/en	New users	1
2024-02-05	2024	6	/en	Sessions	3
2024-02-05	2024	6	/objednavka	Active users	2
2024-02-05	2024	6	/objednavka	Average engagement time per session	487
2024-02-05	2024	6	/objednavka	New users	1
2024-02-05	2024	6	/objednavka	Sessions	3
2024-02-05	2024	6	/pl	Active users	1
2024-02-05	2024	6	/pl	Average engagement time per session	73
2024-02-05	2024	6	/pl	New users	1
2024-02-05	2024	6	/pl	Sessions	1
2024-02-05	2024	6	/pl/objednavka	Active users	1
2024-02-05	2024	6	/pl/objednavka	Average engagement time per session	0
2024-02-05	2024	6	/pl/objednavka	New users	0
2024-02-05	2024	6	/pl/objednavka	Sessions	1
2024-02-06	2024	6	/	Active users	28
2024-02-06	2024	6	/	Average engagement time per session	367
2024-02-06	2024	6	/	New users	20
2024-02-06	2024	6	/	Sessions	29
2024-02-06	2024	6	/de	Active users	5
2024-02-06	2024	6	/de	Average engagement time per session	92
2024-02-06	2024	6	/de	New users	2
2024-02-06	2024	6	/de	Sessions	5
2024-02-06	2024	6	/de/objednavka	Active users	2
2024-02-06	2024	6	/de/objednavka	Average engagement time per session	0
2024-02-06	2024	6	/de/objednavka	New users	0
2024-02-06	2024	6	/de/objednavka	Sessions	3
2024-02-06	2024	6	/en	Active users	0
2024-02-06	2024	6	/en	Average engagement time per session	0
2024-02-06	2024	6	/en	New users	0
2024-02-06	2024	6	/en	Sessions	1
2024-02-06	2024	6	/objednavka	Active users	1
2024-02-06	2024	6	/objednavka	Average engagement time per session	0
2024-02-06	2024	6	/objednavka	New users	0
2024-02-06	2024	6	/objednavka	Sessions	1
2024-02-06	2024	6	/pl/objednavka	Active users	0
2024-02-06	2024	6	/pl/objednavka	Average engagement time per session	0
2024-02-06	2024	6	/pl/objednavka	New users	0
2024-02-06	2024	6	/pl/objednavka	Sessions	2
2024-02-07	2024	6	/	Active users	25
2024-02-07	2024	6	/	Average engagement time per session	252
2024-02-07	2024	6	/	New users	21
2024-02-07	2024	6	/	Sessions	27
2024-02-07	2024	6	/de	Active users	8
2024-02-07	2024	6	/de	Average engagement time per session	259
2024-02-07	2024	6	/de	New users	3
2024-02-07	2024	6	/de	Sessions	12
2024-02-07	2024	6	/de/objednavka	Active users	1
2024-02-07	2024	6	/de/objednavka	Average engagement time per session	6
2024-02-07	2024	6	/de/objednavka	New users	0
2024-02-07	2024	6	/de/objednavka	Sessions	2
2024-02-07	2024	6	/en/objednavka	Active users	0
2024-02-07	2024	6	/en/objednavka	Average engagement time per session	0
2024-02-07	2024	6	/en/objednavka	New users	0
2024-02-07	2024	6	/en/objednavka	Sessions	1
2024-02-07	2024	6	/objednavka	Active users	2
2024-02-07	2024	6	/objednavka	Average engagement time per session	13
2024-02-07	2024	6	/objednavka	New users	1
2024-02-07	2024	6	/objednavka	Sessions	3
2024-02-07	2024	6	/pl	Active users	1
2024-02-07	2024	6	/pl	Average engagement time per session	18
2024-02-07	2024	6	/pl	New users	0
2024-02-07	2024	6	/pl	Sessions	1
2024-02-08	2024	6	/	Active users	34
2024-02-08	2024	6	/	Average engagement time per session	248
2024-02-08	2024	6	/	New users	24
2024-02-08	2024	6	/	Sessions	37
2024-02-08	2024	6	/de	Active users	3
2024-02-08	2024	6	/de	Average engagement time per session	116
2024-02-08	2024	6	/de	New users	1
2024-02-08	2024	6	/de	Sessions	6
2024-02-08	2024	6	/de/objednavka	Active users	2
2024-02-08	2024	6	/de/objednavka	Average engagement time per session	323
2024-02-08	2024	6	/de/objednavka	New users	1
2024-02-08	2024	6	/de/objednavka	Sessions	2
2024-02-08	2024	6	/objednavka	Active users	3
2024-02-08	2024	6	/objednavka	Average engagement time per session	176
2024-02-08	2024	6	/objednavka	New users	3
2024-02-08	2024	6	/objednavka	Sessions	3
2024-02-08	2024	6	/pl	Active users	0
2024-02-08	2024	6	/pl	Average engagement time per session	0
2024-02-08	2024	6	/pl	New users	0
2024-02-08	2024	6	/pl	Sessions	1
2024-02-09	2024	6	/	Active users	26
2024-02-09	2024	6	/	Average engagement time per session	99
2024-02-09	2024	6	/	New users	19
2024-02-09	2024	6	/	Sessions	32
2024-02-09	2024	6	/de	Active users	5
2024-02-09	2024	6	/de	Average engagement time per session	23
2024-02-09	2024	6	/de	New users	2
2024-02-09	2024	6	/de	Sessions	6
2024-02-09	2024	6	/de/objednavka	Active users	2
2024-02-09	2024	6	/de/objednavka	Average engagement time per session	389
2024-02-09	2024	6	/de/objednavka	New users	1
2024-02-09	2024	6	/de/objednavka	Sessions	3
2024-02-09	2024	6	/en	Active users	1
2024-02-09	2024	6	/en	Average engagement time per session	778
2024-02-09	2024	6	/en	New users	1
2024-02-09	2024	6	/en	Sessions	1
2024-02-09	2024	6	/en/objednavka	Active users	0
2024-02-09	2024	6	/en/objednavka	Average engagement time per session	0
2024-02-09	2024	6	/en/objednavka	New users	0
2024-02-09	2024	6	/en/objednavka	Sessions	1
2024-02-09	2024	6	/pl	Active users	2
2024-02-09	2024	6	/pl	Average engagement time per session	10
2024-02-09	2024	6	/pl	New users	2
2024-02-09	2024	6	/pl	Sessions	2
2024-02-10	2024	6	/	Active users	23
2024-02-10	2024	6	/	Average engagement time per session	175
2024-02-10	2024	6	/	New users	16
2024-02-10	2024	6	/	Sessions	23
2024-02-10	2024	6	/de	Active users	3
2024-02-10	2024	6	/de	Average engagement time per session	851
2024-02-10	2024	6	/de	New users	1
2024-02-10	2024	6	/de	Sessions	3
2024-02-10	2024	6	/de/objednavka	Active users	2
2024-02-10	2024	6	/de/objednavka	Average engagement time per session	0
2024-02-10	2024	6	/de/objednavka	New users	0
2024-02-10	2024	6	/de/objednavka	Sessions	2
2024-02-10	2024	6	/en	Active users	2
2024-02-10	2024	6	/en	Average engagement time per session	1
2024-02-10	2024	6	/en	New users	1
2024-02-10	2024	6	/en	Sessions	2
2024-02-10	2024	6	/objednavka	Active users	1
2024-02-10	2024	6	/objednavka	Average engagement time per session	525
2024-02-10	2024	6	/objednavka	New users	0
2024-02-10	2024	6	/objednavka	Sessions	1
2024-02-10	2024	6	/pl	Active users	2
2024-02-10	2024	6	/pl	Average engagement time per session	19
2024-02-10	2024	6	/pl	New users	1
2024-02-10	2024	6	/pl	Sessions	2
2024-02-11	2024	6	/	Active users	18
2024-02-11	2024	6	/	Average engagement time per session	248
2024-02-11	2024	6	/	New users	15
2024-02-11	2024	6	/	Sessions	18
2024-02-11	2024	6	/de	Active users	3
2024-02-11	2024	6	/de	Average engagement time per session	11
2024-02-11	2024	6	/de	New users	2
2024-02-11	2024	6	/de	Sessions	4
2024-02-11	2024	6	/de/objednavka	Active users	2
2024-02-11	2024	6	/de/objednavka	Average engagement time per session	62
2024-02-11	2024	6	/de/objednavka	New users	0
2024-02-11	2024	6	/de/objednavka	Sessions	7
2024-02-11	2024	6	/pl	Active users	3
2024-02-11	2024	6	/pl	Average engagement time per session	31
2024-02-11	2024	6	/pl	New users	2
2024-02-11	2024	6	/pl	Sessions	3
2024-02-12	2024	7	/	Active users	22
2024-02-12	2024	7	/	Average engagement time per session	100
2024-02-12	2024	7	/	New users	20
2024-02-12	2024	7	/	Sessions	25
2024-02-12	2024	7	/de	Active users	1
2024-02-12	2024	7	/de	Average engagement time per session	12
2024-02-12	2024	7	/de	New users	1
2024-02-12	2024	7	/de	Sessions	2
2024-02-12	2024	7	/de/objednavka	Active users	1
2024-02-12	2024	7	/de/objednavka	Average engagement time per session	0
2024-02-12	2024	7	/de/objednavka	New users	1
2024-02-12	2024	7	/de/objednavka	Sessions	1
2024-02-12	2024	7	/en	Active users	3
2024-02-12	2024	7	/en	Average engagement time per session	756
2024-02-12	2024	7	/en	New users	3
2024-02-12	2024	7	/en	Sessions	3
2024-02-12	2024	7	/objednavka	Active users	3
2024-02-12	2024	7	/objednavka	Average engagement time per session	226
2024-02-12	2024	7	/objednavka	New users	0
2024-02-12	2024	7	/objednavka	Sessions	4
2024-02-12	2024	7	/pl	Active users	1
2024-02-12	2024	7	/pl	Average engagement time per session	0
2024-02-12	2024	7	/pl	New users	0
2024-02-12	2024	7	/pl	Sessions	1
2024-02-13	2024	7	/	Active users	30
2024-02-13	2024	7	/	Average engagement time per session	274
2024-02-13	2024	7	/	New users	26
2024-02-13	2024	7	/	Sessions	35
2024-02-13	2024	7	/de	Active users	3
2024-02-13	2024	7	/de	Average engagement time per session	364
2024-02-13	2024	7	/de	New users	1
2024-02-13	2024	7	/de	Sessions	3
2024-02-13	2024	7	/en	Active users	1
2024-02-13	2024	7	/en	Average engagement time per session	198
2024-02-13	2024	7	/en	New users	1
2024-02-13	2024	7	/en	Sessions	1
2024-02-13	2024	7	/en/objednavka	Active users	1
2024-02-13	2024	7	/en/objednavka	Average engagement time per session	0
2024-02-13	2024	7	/en/objednavka	New users	1
2024-02-13	2024	7	/en/objednavka	Sessions	1
2024-02-13	2024	7	/objednavka	Active users	2
2024-02-13	2024	7	/objednavka	Average engagement time per session	86
2024-02-13	2024	7	/objednavka	New users	1
2024-02-13	2024	7	/objednavka	Sessions	5
2024-02-13	2024	7	/pl	Active users	2
2024-02-13	2024	7	/pl	Average engagement time per session	21
2024-02-13	2024	7	/pl	New users	2
2024-02-13	2024	7	/pl	Sessions	2
2024-02-14	2024	7	/	Active users	29
2024-02-14	2024	7	/	Average engagement time per session	380
2024-02-14	2024	7	/	New users	20
2024-02-14	2024	7	/	Sessions	36
2024-02-14	2024	7	/de	Active users	0
2024-02-14	2024	7	/de	Average engagement time per session	0
2024-02-14	2024	7	/de	New users	0
2024-02-14	2024	7	/de	Sessions	1
2024-02-14	2024	7	/de/objednavka	Active users	0
2024-02-14	2024	7	/de/objednavka	Average engagement time per session	0
2024-02-14	2024	7	/de/objednavka	New users	0
2024-02-14	2024	7	/de/objednavka	Sessions	1
2024-02-14	2024	7	/en	Active users	1
2024-02-14	2024	7	/en	Average engagement time per session	36
2024-02-14	2024	7	/en	New users	1
2024-02-14	2024	7	/en	Sessions	1
2024-02-14	2024	7	/objednavka	Active users	3
2024-02-14	2024	7	/objednavka	Average engagement time per session	251
2024-02-14	2024	7	/objednavka	New users	2
2024-02-14	2024	7	/objednavka	Sessions	3
2024-02-14	2024	7	/pl	Active users	3
2024-02-14	2024	7	/pl	Average engagement time per session	2
2024-02-14	2024	7	/pl	New users	1
2024-02-14	2024	7	/pl	Sessions	3
2024-02-15	2024	7	/	Active users	17
2024-02-15	2024	7	/	Average engagement time per session	143
2024-02-15	2024	7	/	New users	13
2024-02-15	2024	7	/	Sessions	23
2024-02-15	2024	7	/de	Active users	1
2024-02-15	2024	7	/de	Average engagement time per session	0
2024-02-15	2024	7	/de	New users	0
2024-02-15	2024	7	/de	Sessions	2
2024-02-15	2024	7	/objednavka	Active users	2
2024-02-15	2024	7	/objednavka	Average engagement time per session	565
2024-02-15	2024	7	/objednavka	New users	1
2024-02-15	2024	7	/objednavka	Sessions	2
2024-02-15	2024	7	/pl	Active users	1
2024-02-15	2024	7	/pl	Average engagement time per session	1378
2024-02-15	2024	7	/pl	New users	1
2024-02-15	2024	7	/pl	Sessions	1
2024-02-16	2024	7	/	Active users	26
2024-02-16	2024	7	/	Average engagement time per session	251
2024-02-16	2024	7	/	New users	22
2024-02-16	2024	7	/	Sessions	31
2024-02-16	2024	7	/de	Active users	1
2024-02-16	2024	7	/de	Average engagement time per session	9
2024-02-16	2024	7	/de	New users	0
2024-02-16	2024	7	/de	Sessions	2
2024-02-16	2024	7	/objednavka	Active users	1
2024-02-16	2024	7	/objednavka	Average engagement time per session	73
2024-02-16	2024	7	/objednavka	New users	0
2024-02-16	2024	7	/objednavka	Sessions	1
2024-02-16	2024	7	/pl/objednavka	Active users	1
2024-02-16	2024	7	/pl/objednavka	Average engagement time per session	0
2024-02-16	2024	7	/pl/objednavka	New users	0
2024-02-16	2024	7	/pl/objednavka	Sessions	1
2024-02-17	2024	7	/	Active users	24
2024-02-17	2024	7	/	Average engagement time per session	231
2024-02-17	2024	7	/	New users	19
2024-02-17	2024	7	/	Sessions	28
2024-02-17	2024	7	/de	Active users	0
2024-02-17	2024	7	/de	Average engagement time per session	0
2024-02-17	2024	7	/de	New users	0
2024-02-17	2024	7	/de	Sessions	1
2024-02-17	2024	7	/en	Active users	3
2024-02-17	2024	7	/en	Average engagement time per session	64
2024-02-17	2024	7	/en	New users	2
2024-02-17	2024	7	/en	Sessions	4
2024-02-18	2024	7	/	Active users	24
2024-02-18	2024	7	/	Average engagement time per session	146
2024-02-18	2024	7	/	New users	18
2024-02-18	2024	7	/	Sessions	31
2024-02-18	2024	7	/de	Active users	4
2024-02-18	2024	7	/de	Average engagement time per session	70
2024-02-18	2024	7	/de	New users	2
2024-02-18	2024	7	/de	Sessions	4
2024-02-18	2024	7	/de/objednavka	Active users	1
2024-02-18	2024	7	/de/objednavka	Average engagement time per session	7
2024-02-18	2024	7	/de/objednavka	New users	0
2024-02-18	2024	7	/de/objednavka	Sessions	1
2024-02-18	2024	7	/en	Active users	0
2024-02-18	2024	7	/en	Average engagement time per session	0
2024-02-18	2024	7	/en	New users	0
2024-02-18	2024	7	/en	Sessions	1
2024-02-18	2024	7	/objednavka	Active users	1
2024-02-18	2024	7	/objednavka	Average engagement time per session	9
2024-02-18	2024	7	/objednavka	New users	0
2024-02-18	2024	7	/objednavka	Sessions	2
2024-02-18	2024	7	/pl	Active users	1
2024-02-18	2024	7	/pl	Average engagement time per session	0
2024-02-18	2024	7	/pl	New users	1
2024-02-18	2024	7	/pl	Sessions	1
2024-02-19	2024	8	/	Active users	29
2024-02-19	2024	8	/	Average engagement time per session	198
2024-02-19	2024	8	/	New users	25
2024-02-19	2024	8	/	Sessions	31
2024-02-19	2024	8	/de	Active users	0
2024-02-19	2024	8	/de	Average engagement time per session	0
2024-02-19	2024	8	/de	New users	0
2024-02-19	2024	8	/de	Sessions	3
2024-02-19	2024	8	/de/objednavka	Active users	2
2024-02-19	2024	8	/de/objednavka	Average engagement time per session	132
2024-02-19	2024	8	/de/objednavka	New users	2
2024-02-19	2024	8	/de/objednavka	Sessions	2
2024-02-19	2024	8	/objednavka	Active users	1
2024-02-19	2024	8	/objednavka	Average engagement time per session	0
2024-02-19	2024	8	/objednavka	New users	0
2024-02-19	2024	8	/objednavka	Sessions	2
2024-02-19	2024	8	/pl	Active users	3
2024-02-19	2024	8	/pl	Average engagement time per session	13
2024-02-19	2024	8	/pl	New users	3
2024-02-19	2024	8	/pl	Sessions	4
2024-02-19	2024	8	/pl/objednavka	Active users	1
2024-02-19	2024	8	/pl/objednavka	Average engagement time per session	53
2024-02-19	2024	8	/pl/objednavka	New users	0
2024-02-19	2024	8	/pl/objednavka	Sessions	1
2024-02-20	2024	8	/	Active users	16
2024-02-20	2024	8	/	Average engagement time per session	365
2024-02-20	2024	8	/	New users	12
2024-02-20	2024	8	/	Sessions	17
2024-02-20	2024	8	/de/objednavka	Active users	3
2024-02-20	2024	8	/de/objednavka	Average engagement time per session	355
2024-02-20	2024	8	/de/objednavka	New users	3
2024-02-20	2024	8	/de/objednavka	Sessions	3
2024-02-20	2024	8	/objednavka	Active users	1
2024-02-20	2024	8	/objednavka	Average engagement time per session	0
2024-02-20	2024	8	/objednavka	New users	0
2024-02-20	2024	8	/objednavka	Sessions	1
2024-02-20	2024	8	/pl	Active users	4
2024-02-20	2024	8	/pl	Average engagement time per session	46
2024-02-20	2024	8	/pl	New users	3
2024-02-20	2024	8	/pl	Sessions	5
2024-02-20	2024	8	/pl/objednavka	Active users	1
2024-02-20	2024	8	/pl/objednavka	Average engagement time per session	13
2024-02-20	2024	8	/pl/objednavka	New users	0
2024-02-20	2024	8	/pl/objednavka	Sessions	2
2024-02-21	2024	8	/	Active users	18
2024-02-21	2024	8	/	Average engagement time per session	348
2024-02-21	2024	8	/	New users	14
2024-02-21	2024	8	/	Sessions	25
2024-02-21	2024	8	/de	Active users	1
2024-02-21	2024	8	/de	Average engagement time per session	0
2024-02-21	2024	8	/de	New users	1
2024-02-21	2024	8	/de	Sessions	1
2024-02-21	2024	8	/de/objednavka	Active users	1
2024-02-21	2024	8	/de/objednavka	Average engagement time per session	9
2024-02-21	2024	8	/de/objednavka	New users	0
2024-02-21	2024	8	/de/objednavka	Sessions	1
2024-02-21	2024	8	/en	Active users	2
2024-02-21	2024	8	/en	Average engagement time per session	407
2024-02-21	2024	8	/en	New users	1
2024-02-21	2024	8	/en	Sessions	2
2024-02-21	2024	8	/objednavka	Active users	1
2024-02-21	2024	8	/objednavka	Average engagement time per session	0
2024-02-21	2024	8	/objednavka	New users	0
2024-02-21	2024	8	/objednavka	Sessions	1
2024-02-21	2024	8	/pl	Active users	2
2024-02-21	2024	8	/pl	Average engagement time per session	167
2024-02-21	2024	8	/pl	New users	2
2024-02-21	2024	8	/pl	Sessions	2
2024-02-22	2024	8	/	Active users	19
2024-02-22	2024	8	/	Average engagement time per session	99
2024-02-22	2024	8	/	New users	15
2024-02-22	2024	8	/	Sessions	23
2024-02-22	2024	8	/en	Active users	1
2024-02-22	2024	8	/en	Average engagement time per session	0
2024-02-22	2024	8	/en	New users	0
2024-02-22	2024	8	/en	Sessions	1
2024-02-22	2024	8	/objednavka	Active users	1
2024-02-22	2024	8	/objednavka	Average engagement time per session	0
2024-02-22	2024	8	/objednavka	New users	0
2024-02-22	2024	8	/objednavka	Sessions	2
2024-02-23	2024	8	/	Active users	14
2024-02-23	2024	8	/	Average engagement time per session	79
2024-02-23	2024	8	/	New users	11
2024-02-23	2024	8	/	Sessions	15
2024-02-23	2024	8	/de	Active users	1
2024-02-23	2024	8	/de	Average engagement time per session	0
2024-02-23	2024	8	/de	New users	1
2024-02-23	2024	8	/de	Sessions	1
2024-02-23	2024	8	/en	Active users	4
2024-02-23	2024	8	/en	Average engagement time per session	0
2024-02-23	2024	8	/en	New users	4
2024-02-23	2024	8	/en	Sessions	8
2024-02-23	2024	8	/pl	Active users	2
2024-02-23	2024	8	/pl	Average engagement time per session	12
2024-02-23	2024	8	/pl	New users	1
2024-02-23	2024	8	/pl	Sessions	2
2024-02-23	2024	8	/pl/objednavka	Active users	1
2024-02-23	2024	8	/pl/objednavka	Average engagement time per session	4
2024-02-23	2024	8	/pl/objednavka	New users	1
2024-02-23	2024	8	/pl/objednavka	Sessions	1
2024-02-24	2024	8	/	Active users	12
2024-02-24	2024	8	/	Average engagement time per session	28
2024-02-24	2024	8	/	New users	9
2024-02-24	2024	8	/	Sessions	14
2024-02-24	2024	8	/en	Active users	1
2024-02-24	2024	8	/en	Average engagement time per session	0
2024-02-24	2024	8	/en	New users	1
2024-02-24	2024	8	/en	Sessions	1
2024-02-25	2024	8	/	Active users	15
2024-02-25	2024	8	/	Average engagement time per session	314
2024-02-25	2024	8	/	New users	8
2024-02-25	2024	8	/	Sessions	17
2024-02-25	2024	8	/de	Active users	1
2024-02-25	2024	8	/de	Average engagement time per session	89
2024-02-25	2024	8	/de	New users	1
2024-02-25	2024	8	/de	Sessions	2
2024-02-25	2024	8	/de/objednavka	Active users	1
2024-02-25	2024	8	/de/objednavka	Average engagement time per session	0
2024-02-25	2024	8	/de/objednavka	New users	1
2024-02-25	2024	8	/de/objednavka	Sessions	1
2024-02-25	2024	8	/pl	Active users	1
2024-02-25	2024	8	/pl	Average engagement time per session	3
2024-02-25	2024	8	/pl	New users	0
2024-02-25	2024	8	/pl	Sessions	1
2024-02-25	2024	8	/pl/objednavka	Active users	0
2024-02-25	2024	8	/pl/objednavka	Average engagement time per session	0
2024-02-25	2024	8	/pl/objednavka	New users	0
2024-02-25	2024	8	/pl/objednavka	Sessions	1
2024-02-26	2024	9	/	Active users	14
2024-02-26	2024	9	/	Average engagement time per session	313
2024-02-26	2024	9	/	New users	10
2024-02-26	2024	9	/	Sessions	15
2024-02-26	2024	9	/pl	Active users	1
2024-02-26	2024	9	/pl	Average engagement time per session	286
2024-02-26	2024	9	/pl	New users	0
2024-02-26	2024	9	/pl	Sessions	1
2024-02-27	2024	9	/	Active users	15
2024-02-27	2024	9	/	Average engagement time per session	171
2024-02-27	2024	9	/	New users	8
2024-02-27	2024	9	/	Sessions	16
2024-02-27	2024	9	/de	Active users	1
2024-02-27	2024	9	/de	Average engagement time per session	10
2024-02-27	2024	9	/de	New users	1
2024-02-27	2024	9	/de	Sessions	1
2024-02-27	2024	9	/pl	Active users	2
2024-02-27	2024	9	/pl	Average engagement time per session	0
2024-02-27	2024	9	/pl	New users	1
2024-02-27	2024	9	/pl	Sessions	2
2024-02-28	2024	9	/	Active users	8
2024-02-28	2024	9	/	Average engagement time per session	147
2024-02-28	2024	9	/	New users	7
2024-02-28	2024	9	/	Sessions	10
2024-02-28	2024	9	/de	Active users	0
2024-02-28	2024	9	/de	Average engagement time per session	0
2024-02-28	2024	9	/de	New users	0
2024-02-28	2024	9	/de	Sessions	1
2024-02-28	2024	9	/en	Active users	0
2024-02-28	2024	9	/en	Average engagement time per session	0
2024-02-28	2024	9	/en	New users	0
2024-02-28	2024	9	/en	Sessions	1
2024-02-28	2024	9	/pl/objednavka	Active users	0
2024-02-28	2024	9	/pl/objednavka	Average engagement time per session	0
2024-02-28	2024	9	/pl/objednavka	New users	0
2024-02-28	2024	9	/pl/objednavka	Sessions	1
2024-02-29	2024	9	/	Active users	27
2024-02-29	2024	9	/	Average engagement time per session	271
2024-02-29	2024	9	/	New users	17
2024-02-29	2024	9	/	Sessions	29
2024-02-29	2024	9	/en	Active users	1
2024-02-29	2024	9	/en	Average engagement time per session	903
2024-02-29	2024	9	/en	New users	0
2024-02-29	2024	9	/en	Sessions	1
2024-02-29	2024	9	/pl	Active users	1
2024-02-29	2024	9	/pl	Average engagement time per session	0
2024-02-29	2024	9	/pl	New users	0
2024-02-29	2024	9	/pl	Sessions	2
2024-02-29	2024	9	/pl/objednavka	Active users	1
2024-02-29	2024	9	/pl/objednavka	Average engagement time per session	53
2024-02-29	2024	9	/pl/objednavka	New users	1
2024-02-29	2024	9	/pl/objednavka	Sessions	4
2024-03-01	2024	9	/	Active users	16
2024-03-01	2024	9	/	Average engagement time per session	27
2024-03-01	2024	9	/	New users	15
2024-03-01	2024	9	/	Sessions	18
2024-03-01	2024	9	/de	Active users	1
2024-03-01	2024	9	/de	Average engagement time per session	0
2024-03-01	2024	9	/de	New users	1
2024-03-01	2024	9	/de	Sessions	1
2024-03-01	2024	9	/pl/objednavka	Active users	0
2024-03-01	2024	9	/pl/objednavka	Average engagement time per session	0
2024-03-01	2024	9	/pl/objednavka	New users	0
2024-03-01	2024	9	/pl/objednavka	Sessions	1
2024-03-02	2024	9	/	Active users	3
2024-03-02	2024	9	/	Average engagement time per session	12
2024-03-02	2024	9	/	New users	3
2024-03-02	2024	9	/	Sessions	5
2024-03-02	2024	9	/de/objednavka	Active users	1
2024-03-02	2024	9	/de/objednavka	Average engagement time per session	1059
2024-03-02	2024	9	/de/objednavka	New users	1
2024-03-02	2024	9	/de/objednavka	Sessions	1
2024-03-02	2024	9	/en	Active users	1
2024-03-02	2024	9	/en	Average engagement time per session	0
2024-03-02	2024	9	/en	New users	1
2024-03-02	2024	9	/en	Sessions	1
2024-03-03	2024	9	/	Active users	7
2024-03-03	2024	9	/	Average engagement time per session	51
2024-03-03	2024	9	/	New users	6
2024-03-03	2024	9	/	Sessions	9
2024-03-04	2024	10	/	Active users	5
2024-03-04	2024	10	/	Average engagement time per session	224
2024-03-04	2024	10	/	New users	5
2024-03-04	2024	10	/	Sessions	10
2024-03-04	2024	10	/objednavka	Active users	1
2024-03-04	2024	10	/objednavka	Average engagement time per session	125
2024-03-04	2024	10	/objednavka	New users	1
2024-03-04	2024	10	/objednavka	Sessions	1
2024-03-05	2024	10	/	Active users	3
2024-03-05	2024	10	/	Average engagement time per session	40
2024-03-05	2024	10	/	New users	1
