name,type,reach,impressions,spend,video_p25_watched_actions,video_p50_watched_actions,video_p75_watched_actions,video_p100_watched_actions,date_start,date_stop,result_type,results
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-08,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-08,Link clicks,85.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-09,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-09,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-09,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-09,Link clicks,100.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-10,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-10,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-10,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-10,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-11,Link clicks,100.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-11,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-11,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-11,Link clicks,85.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-12,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-12,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-12,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-12,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-13,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-13,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-13,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-13,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-14,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-14,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-14,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-14,Link clicks,100.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-15,Link clicks,100.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-15,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-15,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-15,Link clicks,85.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-16,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-16,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-16,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-16,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-17,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-17,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-17,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-17,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-18,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-18,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-18,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-18,Link clicks,100.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-19,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-19,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-19,Link clicks,85.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-19,Link clicks,100.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-20,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-20,Link clicks,70.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-20,Link clicks,158.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-20,Link clicks,85.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-21,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-21,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-21,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-21,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-22,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-22,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-22,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-22,Link clicks,100.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-23,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-23,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-23,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-23,Link clicks,158.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-24,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-24,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-24,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-24,Link clicks,100.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-25,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-25,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-25,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-25,Link clicks,158.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-26,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-26,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-26,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-26,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-27,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-27,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-27,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-27,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-02-28,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-02-28,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-02-28,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-02-28,Link clicks,100.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-01,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-01,Link clicks,70.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-01,Link clicks,158.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-01,Link clicks,85.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-02,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-02,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-02,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-02,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-03,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-03,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-03,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-03,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-04,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-04,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-04,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-04,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-05,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-05,Link clicks,100.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-05,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-05,Link clicks,158.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-06,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-06,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-06,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-06,Link clicks,100.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-07,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-07,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-07,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-07,Link clicks,158.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-08,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-08,Link clicks,158.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-08,Link clicks,70.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-08,Link clicks,100.0
families_with_children__traffic__120215323827970063__de,to_date_ad,8874.0,14505.0,2517.62,2836.0,1541.0,1001.0,733.0,2024-12-27,2025-03-09,Link clicks,70.0
families_with_children__traffic__120215323827970063__pl,to_date_ad,8770.0,13641.0,2527.32,3148.0,1693.0,1081.0,766.0,2024-12-27,2025-03-09,Link clicks,85.0
families_with_children__traffic__120215323827970063__cs,to_date_ad,9327.0,17069.0,2931.34,2485.0,1351.0,900.0,665.0,2024-12-27,2025-03-09,Link clicks,158.0
families_with_children__traffic__120215323827970063__en,to_date_ad,8825.0,16718.0,2788.68,2075.0,1091.0,703.0,548.0,2024-12-27,2025-03-09,Link clicks,100.0
