name,type,reach,impressions,spend,video_p25_watched_actions,video_p50_watched_actions,video_p75_watched_actions,video_p100_watched_actions,date_start,date_stop,result_type,results
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-08,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-08,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-09,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-09,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-09,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-09,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-10,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-10,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-10,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-11,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-11,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-11,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-11,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-12,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-12,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-12,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-12,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-13,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-13,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-13,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-13,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-14,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-14,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-14,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-14,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-15,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-15,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-15,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-15,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-16,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-16,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-16,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-16,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-17,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-17,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-17,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-17,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-18,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-18,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-18,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-18,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-19,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-19,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-19,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-19,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-20,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-20,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-20,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-20,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-21,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-21,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-21,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-21,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-22,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-22,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-22,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-22,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-23,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-23,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-23,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-23,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-24,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-24,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-24,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-24,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-25,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-25,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-25,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-25,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-26,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-26,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-26,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-26,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-27,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-27,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-27,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-27,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-02-28,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-02-28,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-02-28,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-02-28,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-01,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-01,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-01,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-01,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-02,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-02,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-02,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-02,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-03,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-03,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-03,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-03,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-04,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-04,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-04,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-04,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-05,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-05,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-05,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-05,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-06,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-06,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-06,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-06,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-07,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-07,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-07,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-07,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-08,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-08,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-08,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-08,Link clicks,93.0
adult_ski_beginner__traffic__120215321990480063__en,to_date_ad,9079.0,16207.0,2664.22,2696.0,1570.0,1106.0,861.0,2024-12-27,2025-03-09,Link clicks,105.0
adult_ski_beginner__traffic__120215321990480063__de,to_date_ad,8778.0,14953.0,2195.13,2592.0,1441.0,1022.0,784.0,2024-12-27,2025-03-09,Link clicks,79.0
adult_ski_beginner__traffic__120215321990480063__cs,to_date_ad,9523.0,17489.0,2648.36,3478.0,2086.0,1471.0,1094.0,2024-12-27,2025-03-09,Link clicks,126.0
adult_ski_beginner__traffic__120215321990480063__pl,to_date_ad,9236.0,14903.0,2211.65,2890.0,1621.0,1098.0,808.0,2024-12-27,2025-03-09,Link clicks,93.0
